District,Block,Village,Year,OID_,total_household,household_with_connection,connection_percentage
West Garo Hills,Selsella,Domagitok,2022-2023,461640,38,31,81.58
West Garo Hills,Selsella,Rongkhola,2022-2023,461641,87,77,88.51
West Garo Hills,Tikrikilla,Rabukong,2022-2023,461642,123,100,81.3
West Jaintia Hills,Amlarem,Amjajer Roko,2022-2023,461643,44,37,84.09
West Jaintia Hills,Amlarem,Amtra,2022-2023,461644,25,21,84.0
West Jaintia Hills,Amlarem,Darrang,2022-2023,461645,230,193,83.91
West Jaintia Hills,Amlarem,Mawngap,2022-2023,461646,48,43,89.58
West Jaintia Hills,Amlarem,Sohkha Mission,2022-2023,461647,101,85,84.16
West Jaintia Hills,Amlarem,Sohkha Model,2022-2023,461648,89,79,88.76
West Jaintia Hills,Amlarem,Tamabil,2022-2023,461649,16,13,81.25
West Jaintia Hills,Amlarem,Umladkhur,2022-2023,461650,275,220,80.0
West Jaintia Hills,Laskein,Iooksi,2022-2023,461651,210,186,88.57
West Jaintia Hills,Laskein,Khliehsaniriang,2022-2023,461652,56,49,87.5
West Jaintia Hills,Laskein,Thadbamon,2022-2023,461653,101,87,86.14
West Jaintia Hills,Thadlaskein,Chyrmang Nein,2022-2023,461654,86,76,88.37
West Jaintia Hills,Thadlaskein,Iongshiwait,2022-2023,461655,59,53,89.83
West Jaintia Hills,Thadlaskein,Ladmukhla,2022-2023,461656,313,273,87.22
West Jaintia Hills,Thadlaskein,Lapangap,2022-2023,461657,342,296,86.55
West Jaintia Hills,Thadlaskein,Lumkya,2022-2023,461658,37,32,86.49
West Jaintia Hills,Thadlaskein,Madansynrang,2022-2023,461659,71,59,83.1
West Jaintia Hills,Thadlaskein,Nongkharai,2022-2023,461660,76,66,86.84
West Jaintia Hills,Thadlaskein,Tahpatpnar,2022-2023,461661,76,66,86.84
Eastern West Khasi Hills,Mairang,Mawriang Tynnai,2022-2023,461662,119,104,87.39
Eastern West Khasi Hills,Mairang,Nongrang Laitarted,2022-2023,461663,39,35,89.74
Eastern West Khasi Hills,Mairang,Phudbah,2022-2023,461664,50,40,80.0
Eastern West Khasi Hills,Mairang,Umsa Khlaw Myriaw,2022-2023,461665,160,135,84.38
West Khasi Hills,Mawshynrut,Bangjeng,2022-2023,461666,49,40,81.63
West Khasi Hills,Mawshynrut,Ktiehthawiar,2022-2023,461667,167,139,83.23
West Khasi Hills,Mawshynrut,Madankhilur,2022-2023,461668,37,30,81.08
West Khasi Hills,Mawshynrut,Mawsaw,2022-2023,461669,79,64,81.01
West Khasi Hills,Mawshynrut,Mawshut,2022-2023,461670,12,10,83.33
West Khasi Hills,Mawshynrut,Siangra,2022-2023,461671,43,38,88.37
West Khasi Hills,Mawshynrut,Siminaguri,2022-2023,461672,32,27,84.38
West Khasi Hills,Mawshynrut,Umthlong,2022-2023,461673,45,40,88.89
West Khasi Hills,Mawshynrut,Umthlu,2022-2023,461674,91,79,86.81
Eastern West Khasi Hills,Mawthadraishan,Kynshi Bangla,2022-2023,461675,321,267,83.18
Eastern West Khasi Hills,Mawthadraishan,Kynshi Mawteijrong,2022-2023,461676,74,65,87.84
Eastern West Khasi Hills,Mawthadraishan,Mawlangkhar,2022-2023,461677,102,83,81.37
Eastern West Khasi Hills,Mawthadraishan,Nongbudum,2022-2023,461678,46,40,86.96
Eastern West Khasi Hills,Mawthadraishan,Umthied Lawkasoin,2022-2023,461679,23,19,82.61
West Khasi Hills,Nongstoin,Lumpyngngad,2022-2023,461680,71,60,84.51
West Khasi Hills,Nongstoin,Mawlangbah,2022-2023,461681,42,35,83.33
West Khasi Hills,Nongstoin,Nongummer,2022-2023,461682,92,76,82.61
West Khasi Hills,Nongstoin,Umsiej,2022-2023,461683,82,67,81.71
East Garo Hills,Dambo Rongjeng,Awangga,2022-2023,461684,82,79,96.34
East Garo Hills,Dambo Rongjeng,Chi-kama,2022-2023,461685,118,113,95.76
East Garo Hills,Dambo Rongjeng,Gabil Bisa,2022-2023,461686,118,116,98.31
East Garo Hills,Dambo Rongjeng,Gongdop,2022-2023,461687,71,69,97.18
East Garo Hills,Dambo Rongjeng,Mangsang Bekgitogittim,2022-2023,461688,56,53,94.64
East Garo Hills,Dambo Rongjeng,Mejolgre Wancho,2022-2023,461689,83,82,98.8
East Garo Hills,Dambo Rongjeng,Ronga Agal,2022-2023,461690,187,184,98.4
East Garo Hills,Dambo Rongjeng,Rongjeng Bazar,2022-2023,461691,246,226,91.87
East Garo Hills,Dambo Rongjeng,Rongjeng Chiring Dokrugittim,2022-2023,461692,184,180,97.83
East Garo Hills,Dambo Rongjeng,Simseng Aringga,2022-2023,461693,42,38,90.48
East Garo Hills,Dambo Rongjeng,Upper Rongjeng,2022-2023,461694,192,190,98.96
East Garo Hills,Samanda,Bansam Awe,2022-2023,461695,66,60,90.91
East Garo Hills,Samanda,Bansamgre,2022-2023,461696,244,236,96.72
East Garo Hills,Samanda,Chachatgre,2022-2023,461697,94,85,90.43
East Garo Hills,Samanda,Dawa Gittinggre,2022-2023,461698,96,94,97.92
East Garo Hills,Samanda,Dawa Nengjata,2022-2023,461699,42,40,95.24
East Garo Hills,Samanda,Dawa Nengkatok,2022-2023,461700,90,88,97.78
East Garo Hills,Samanda,Dinajekgre,2022-2023,461701,97,94,96.91
East Garo Hills,Samanda,Ganinggre,2022-2023,461702,62,60,96.77
East Garo Hills,Samanda,Rapdikgre,2022-2023,461703,86,80,93.02
East Garo Hills,Samanda,Rongrigre,2022-2023,461704,70,64,91.43
East Garo Hills,Samanda,Samanda Chinemgre,2022-2023,461705,140,127,90.71
East Garo Hills,Songsak,Bansinggre,2022-2023,461706,50,45,90.0
East Garo Hills,Songsak,Dame Apal,2022-2023,461707,55,52,94.55
East Garo Hills,Songsak,Dobu Anchengbok,2022-2023,461708,76,70,92.11
East Garo Hills,Songsak,Jamge (a),2022-2023,461709,82,77,93.9
East Garo Hills,Songsak,Jamge B,2022-2023,461710,55,50,90.91
East Garo Hills,Songsak,Jamge Ronggura,2022-2023,461711,47,46,97.87
East Garo Hills,Songsak,Jamge Watregittim,2022-2023,461712,57,52,91.23
East Garo Hills,Songsak,Hedu Apal,2022-2023,461713,51,47,92.16
East Garo Hills,Songsak,Raja Apal,2022-2023,461714,99,95,95.96
East Garo Hills,Songsak,Samin Indikim,2022-2023,461715,88,80,90.91
East Garo Hills,Songsak,Samin Matchakol,2022-2023,461716,60,56,93.33
East Garo Hills,Songsak,Samin Rongal,2022-2023,461717,97,92,94.85
East Garo Hills,Songsak,Samin Sembukol,2022-2023,461718,50,45,90.0
East Garo Hills,Songsak,Sawegre,2022-2023,461719,84,81,96.43
East Jaintia Hills,Khliehriat,Chiehruphi,2022-2023,461720,143,135,94.41
East Jaintia Hills,Khliehriat,Sonapyrdi,2022-2023,461721,138,130,94.2
East Jaintia Hills,Khliehriat,Umlong,2022-2023,461722,90,81,90.0
East Jaintia Hills,Khliehriat,Umtyra,2022-2023,461723,69,65,94.2
East Khasi Hills,Sohiong,Dewlieh,2022-2023,461724,32,29,90.63
East Khasi Hills,Sohiong,Jalynteng,2022-2023,461725,198,185,93.43
East Khasi Hills,Sohiong,Madanlyngdoh,2022-2023,461726,290,284,97.93
East Khasi Hills,Sohiong,Mawkynring,2022-2023,461727,129,117,90.7
East Khasi Hills,Sohiong,Nongthymmai Raid Nongkynrih,2022-2023,461728,76,70,92.11
East Khasi Hills,Sohiong,Ramkheng,2022-2023,461729,31,28,90.32
East Khasi Hills,Mawkynrew,Mawblang,2022-2023,461730,213,194,91.08
East Khasi Hills,Mawphlang,Banglasohphie,2022-2023,461731,92,89,96.74
East Khasi Hills,Mawryngkneng,Jaroit,2022-2023,461732,174,164,94.25
East Khasi Hills,Mawryngkneng,Mawkhanu,2022-2023,461733,80,73,91.25
East Khasi Hills,Mawryngkneng,Nonghali,2022-2023,461734,315,301,95.56
East Khasi Hills,Mawryngkneng,Nongthymmai,2022-2023,461735,31,30,96.77
East Khasi Hills,Mawryngkneng,Nongtyrkhang,2022-2023,461736,109,103,94.5
East Khasi Hills,Mawsynram,Kenbah,2022-2023,461737,135,125,92.59
East Khasi Hills,Mawsynram,Mawsynram Dongshilliang,2022-2023,461738,160,154,96.25
East Khasi Hills,Mawsynram,Nongtrai,2022-2023,461739,310,309,99.68
East Khasi Hills,Mawsynram,Pyndenumbri,2022-2023,461740,40,39,97.5
East Khasi Hills,Mawsynram,Umeit Mawlongbna,2022-2023,461741,350,342,97.71
East Khasi Hills,Mawsynram,Wahrisain,2022-2023,461742,35,34,97.14
East Khasi Hills,Mylliem,Kynton Mynnar,2022-2023,461743,88,81,92.05
East Khasi Hills,Mylliem,Kynton Mynnar A,2022-2023,461744,55,53,96.36
East Khasi Hills,Mylliem,Mawsiatkhnam,2022-2023,461745,65,60,92.31
East Khasi Hills,Mylliem,Umiew,2022-2023,461746,210,207,98.57
East Khasi Hills,Pynursla,Umniuh Tmar,2022-2023,461747,150,146,97.33
East Khasi Hills,Shella Bholaganj,Laittyra,2022-2023,461748,97,91,93.81
East Khasi Hills,Shella Bholaganj,Mawkawir,2022-2023,461749,48,44,91.67
East Khasi Hills,Shella Bholaganj,Nongsteng,2022-2023,461750,116,114,98.28
North Garo Hills,Bajengdoba,Achotchong Chibolgre,2022-2023,461751,107,100,93.46
North Garo Hills,Bajengdoba,Achotchong Wakmetonggre,2022-2023,461752,63,60,95.24
North Garo Hills,Bajengdoba,Akarok Songgital,2022-2023,461753,112,110,98.21
North Garo Hills,Bajengdoba,Ane-aga,2022-2023,461754,167,162,97.01
North Garo Hills,Bajengdoba,Balkolgre,2022-2023,461755,67,65,97.01
North Garo Hills,Bajengdoba,Berubari,2022-2023,461756,124,123,99.19
North Garo Hills,Bajengdoba,Bolsong Kelchidam,2022-2023,461757,66,60,90.91
North Garo Hills,Bajengdoba,Boro Gokol,2022-2023,461758,59,54,91.53
North Garo Hills,Bajengdoba,Chambildam,2022-2023,461759,115,111,96.52
North Garo Hills,Bajengdoba,Dobakkol,2022-2023,461760,93,91,97.85
North Garo Hills,Bajengdoba,Gokul Songgital,2022-2023,461761,195,190,97.44
North Garo Hills,Bajengdoba,Korepara,2022-2023,461762,82,80,97.56
North Garo Hills,Bajengdoba,Kosichora,2022-2023,461763,197,190,96.45
North Garo Hills,Bajengdoba,Lower Bolsong B Mohol,2022-2023,461764,90,85,94.44
North Garo Hills,Kharkutta,Chiwakki,2022-2023,461765,80,77,96.25
North Garo Hills,Kharkutta,Chotcholja,2022-2023,461766,331,309,93.35
North Garo Hills,Kharkutta,Dokongsi C,2022-2023,461767,68,63,92.65
North Garo Hills,Kharkutta,Illagittim Songma,2022-2023,461768,71,69,97.18
North Garo Hills,Kharkutta,Kalwe,2022-2023,461769,74,70,94.59
North Garo Hills,Kharkutta,Kharkutta Reserve,2022-2023,461770,118,114,96.61
North Garo Hills,Kharkutta,Kharkutta Songgital,2022-2023,461771,233,227,97.42
North Garo Hills,Kharkutta,Kosak Gandim,2022-2023,461772,83,77,92.77
North Garo Hills,Kharkutta,Lower Rongmatchu,2022-2023,461773,60,55,91.67
North Garo Hills,Kharkutta,Lower Sari Awe,2022-2023,461774,95,90,94.74
North Garo Hills,Kharkutta,Manchang,2022-2023,461775,104,100,96.15
North Garo Hills,Kharkutta,Mapilkol,2022-2023,461776,144,130,90.28
North Garo Hills,Kharkutta,New Amerim,2022-2023,461777,91,87,95.6
North Garo Hills,Kharkutta,Upper Kharkutta,2022-2023,461778,73,67,91.78
North Garo Hills,Kharkutta,Upper Sari - Awe,2022-2023,461779,52,48,92.31
North Garo Hills,Resubelpara,Bakenang Rabha,2022-2023,461780,52,49,94.23
North Garo Hills,Resubelpara,Bangsi Dogru,2022-2023,461781,45,44,97.78
North Garo Hills,Resubelpara,Bangsi Minol,2022-2023,461782,58,55,94.83
North Garo Hills,Resubelpara,Bonggare Chimitcheng,2022-2023,461783,75,73,97.33
North Garo Hills,Resubelpara,Chidoreng,2022-2023,461784,62,56,90.32
North Garo Hills,Resubelpara,Chimatcha,2022-2023,461785,148,144,97.3
North Garo Hills,Resubelpara,Chipakram,2022-2023,461786,64,60,93.75
North Garo Hills,Resubelpara,Chirimdare,2022-2023,461787,41,37,90.24
North Garo Hills,Resubelpara,Chisimari,2022-2023,461788,144,140,97.22
North Garo Hills,Resubelpara,Chitukona Rabha,2022-2023,461789,52,48,92.31
North Garo Hills,Resubelpara,Choto Miapara,2022-2023,461790,58,53,91.38
North Garo Hills,Resubelpara,Dalbinggre,2022-2023,461791,84,78,92.86
North Garo Hills,Resubelpara,Danggra Songma,2022-2023,461792,94,92,97.87
North Garo Hills,Resubelpara,Darakona Rabha,2022-2023,461793,297,295,99.33
North Garo Hills,Resubelpara,Doldam,2022-2023,461794,69,64,92.75
North Garo Hills,Resubelpara,Dome Anti,2022-2023,461795,118,110,93.22
North Garo Hills,Resubelpara,Doratcha,2022-2023,461796,53,48,90.57
North Garo Hills,Resubelpara,Genang,2022-2023,461797,80,75,93.75
North Garo Hills,Resubelpara,Guresimram,2022-2023,461798,76,70,92.11
North Garo Hills,Resubelpara,Hatibasa Belbari,2022-2023,461799,51,47,92.16
North Garo Hills,Resubelpara,Hatibasa Garo,2022-2023,461800,60,55,91.67
North Garo Hills,Resubelpara,Hatibasa Rabha,2022-2023,461801,55,50,90.91
North Garo Hills,Resubelpara,Kawak,2022-2023,461802,69,65,94.2
North Garo Hills,Resubelpara,Lower Manikganj,2022-2023,461803,49,45,91.84
North Garo Hills,Resubelpara,Mandalanggre,2022-2023,461804,54,49,90.74
North Garo Hills,Resubelpara,New Puthimary,2022-2023,461805,134,126,94.03
North Garo Hills,Resubelpara,Nolbari,2022-2023,461806,57,52,91.23
North Garo Hills,Resubelpara,Rongkaminchi,2022-2023,461807,139,134,96.4
North Garo Hills,Resubelpara,Rongpetchi,2022-2023,461808,79,77,97.47
North Garo Hills,Resubelpara,Rongpetchi,2022-2023,461809,79,77,97.47
North Garo Hills,Resubelpara,Sarongkol,2022-2023,461810,110,104,94.55
North Garo Hills,Resubelpara,Songmagre,2022-2023,461811,27,26,96.3
North Garo Hills,Resubelpara,Tekripara,2022-2023,461812,27,25,92.59
North Garo Hills,Resubelpara,Thapa Agitchak(a),2022-2023,461813,47,43,91.49
North Garo Hills,Resubelpara,Thapa Agitchak(b),2022-2023,461814,89,81,91.01
North Garo Hills,Resubelpara,Upper Manikganj,2022-2023,461815,33,31,93.94
North Garo Hills,Resubelpara,Upper Niaboli,2022-2023,461816,69,63,91.3
North Garo Hills,Resubelpara,Waksochirongban,2022-2023,461817,59,55,93.22
Ri Bhoi,Jirang,Umjorha,2022-2023,461818,105,96,91.43
Ri Bhoi,Jirang,Umkynsier,2022-2023,461819,165,157,95.15
Ri Bhoi,Umling,Amjok,2022-2023,461820,133,124,93.23
Ri Bhoi,Umling,Balian,2022-2023,461821,78,76,97.44
Ri Bhoi,Umling,Dehal,2022-2023,461822,130,125,96.15
Ri Bhoi,Umling,Diwon,2022-2023,461823,281,276,98.22
Ri Bhoi,Umling,Erpakon,2022-2023,461824,92,88,95.65
Ri Bhoi,Umling,Jermanai,2022-2023,461825,70,65,92.86
Ri Bhoi,Umling,Lumkya,2022-2023,461826,68,66,97.06
Ri Bhoi,Umling,Markang,2022-2023,461827,12,11,91.67
Ri Bhoi,Umling,Mawryngkang,2022-2023,461828,45,41,91.11
Ri Bhoi,Umling,Pahamlang 17th Mile,2022-2023,461829,65,62,95.38
Ri Bhoi,Umling,Pahamsohbar,2022-2023,461830,50,49,98.0
Ri Bhoi,Umling,Plasha,2022-2023,461831,60,54,90.0
Ri Bhoi,Umling,Quinine,2022-2023,461832,147,135,91.84
Ri Bhoi,Umling,Sohkhwai,2022-2023,461833,111,104,93.69
Ri Bhoi,Umling,Umjong,2022-2023,461834,49,47,95.92
Ri Bhoi,Umling,Umnowe,2022-2023,461835,50,45,90.0
Ri Bhoi,Umling,Umwang,2022-2023,461836,40,36,90.0
Ri Bhoi,Umsning,Jukiang,2022-2023,461837,53,48,90.57
Ri Bhoi,Umsning,Khlieh Umstem,2022-2023,461838,101,94,93.07
Ri Bhoi,Umsning,Laiphew Diengngan,2022-2023,461839,212,192,90.57
Ri Bhoi,Umsning,Laitsyiar,2022-2023,461840,145,140,96.55
Ri Bhoi,Umsning,Langsaw,2022-2023,461841,49,46,93.88
Ri Bhoi,Umsning,Myrdon Mawtari,2022-2023,461842,129,120,93.02
Ri Bhoi,Umsning,Rilong,2022-2023,461843,102,99,97.06
Ri Bhoi,Umsning,Sohpdok,2022-2023,461844,90,85,94.44
Ri Bhoi,Umsning,Sohphoh,2022-2023,461845,126,120,95.24
Ri Bhoi,Umsning,Tyrso Pdeng,2022-2023,461846,136,127,93.38
Ri Bhoi,Umsning,Umsaitsning,2022-2023,461847,98,90,91.84
Ri Bhoi,Umsning,Umsohlait,2022-2023,461848,331,327,98.79
Ri Bhoi,Umsning,Umtrai,2022-2023,461849,134,126,94.03
South Garo Hills,Baghmara,Baladinggre,2022-2023,461850,40,36,90.0
South Garo Hills,Baghmara,Chibagre,2022-2023,461851,122,113,92.62
South Garo Hills,Baghmara,Denggagre,2022-2023,461852,71,65,91.55
South Garo Hills,Baghmara,Goka Wakchol,2022-2023,461853,52,50,96.15
South Garo Hills,Baghmara,Nilwagre,2022-2023,461854,124,114,91.94
South Garo Hills,Chokpot,Anigre,2022-2023,461855,37,35,94.59
South Garo Hills,Gasuapara,Dopagre,2022-2023,461856,22,20,90.91
South Garo Hills,Gasuapara,Megua Songmong,2022-2023,461857,54,50,92.59
South Garo Hills,Rongara,Bulawe,2022-2023,461858,112,107,95.54
South Garo Hills,Rongara,Lower Nekora,2022-2023,461859,113,103,91.15
South Garo Hills,Rongara,Rangtanggiri,2022-2023,461860,30,29,96.67
South West Garo Hills,Betasing,Bongpara,2022-2023,461861,158,146,92.41
South West Garo Hills,Betasing,Dumnigaon,2022-2023,461862,177,171,96.61
South West Garo Hills,Betasing,Kathalbari,2022-2023,461863,55,50,90.91
South West Garo Hills,Betasing,Kumli,2022-2023,461864,181,175,96.69
South West Garo Hills,Betasing,Mujiagalgre,2022-2023,461865,119,111,93.28
South West Garo Hills,Betasing,Putimari,2022-2023,461866,40,39,97.5
South West Garo Hills,Betasing,Rangatari,2022-2023,461867,215,200,93.02
South West Garo Hills,Betasing,Sonamati,2022-2023,461868,203,190,93.6
South West Garo Hills,Betasing,Talbari,2022-2023,461869,61,55,90.16
South West Garo Hills,Betasing,Tangabari,2022-2023,461870,209,199,95.22
South West Garo Hills,Betasing,Teparpara,2022-2023,461871,284,273,96.13
South West Garo Hills,Betasing,Teporpara (upper),2022-2023,461872,161,150,93.17
South West Garo Hills,Zikzak,Julapara,2022-2023,461873,158,150,94.94
South West Garo Hills,Zikzak,Kajipara,2022-2023,461874,118,110,93.22
South West Garo Hills,Zikzak,Lower Kalaichar.,2022-2023,461875,240,217,90.42
South West Garo Hills,Zikzak,Majerchar Barman,2022-2023,461876,273,265,97.07
South West Garo Hills,Zikzak,Mondolpara,2022-2023,461877,253,229,90.51
South West Garo Hills,Zikzak,Mondolpara,2022-2023,461878,253,229,90.51
South West Garo Hills,Zikzak,Phuljuri,2022-2023,461879,154,145,94.16
South West Garo Hills,Zikzak,Silghaguri,2022-2023,461880,119,110,92.44
South West Garo Hills,Zikzak,Upper Kalaichar,2022-2023,461881,459,423,92.16
South West Khasi Hills,Mawkyrwat,Kensimphlang,2022-2023,461882,52,47,90.38
South West Khasi Hills,Mawkyrwat,Lummawbah,2022-2023,461883,52,49,94.23
South West Khasi Hills,Mawkyrwat,Shngimawlein,2022-2023,461884,215,195,90.7
South West Khasi Hills,Ranikor,Chibak,2022-2023,461885,96,87,90.63
South West Khasi Hills,Ranikor,Majisora,2022-2023,461886,61,57,93.44
South West Khasi Hills,Ranikor,Nongmluh,2022-2023,461887,39,36,92.31
South West Khasi Hills,Ranikor,Thangbyrniang,2022-2023,461888,19,18,94.74
West Garo Hills,Dalu,Asimgre,2022-2023,461889,42,40,95.24
West Garo Hills,Dalu,Asimgre,2022-2023,461890,42,40,95.24
West Garo Hills,Dalu,Marapara,2022-2023,461891,79,77,97.47
West Garo Hills,Dalu,Rengrampara,2022-2023,461892,66,60,90.91
West Garo Hills,Dalu,Wagegitok,2022-2023,461893,43,42,97.67
West Garo Hills,Gambegre,Goragre Manchigittim,2022-2023,461894,83,75,90.36
West Garo Hills,Rongram,Ading Nokatgre,2022-2023,461895,148,147,99.32
West Garo Hills,Rongram,Chandigre,2022-2023,461896,135,122,90.37
West Garo Hills,Rongram,Samingre,2022-2023,461897,100,97,97.0
West Garo Hills,Rongram,Sasatgre,2022-2023,461898,84,79,94.05
West Garo Hills,Selsella,Abagri,2022-2023,461899,34,32,94.12
West Garo Hills,Selsella,Babetpara,2022-2023,461900,45,41,91.11
West Garo Hills,Selsella,Dolguri,2022-2023,461901,163,162,99.39
West Garo Hills,Selsella,Kaimbatapara,2022-2023,461902,329,300,91.19
West Garo Hills,Selsella,Rangmalgre,2022-2023,461903,41,40,97.56
West Garo Hills,Selsella,Rongadatgri,2022-2023,461904,91,85,93.41
West Jaintia Hills,Amlarem,Amkoi,2022-2023,461905,130,126,96.92
West Jaintia Hills,Amlarem,Amlari Model,2022-2023,461906,102,97,95.1
West Jaintia Hills,Amlarem,Amtapoh,2022-2023,461907,77,73,94.81
West Jaintia Hills,Amlarem,Bakur,2022-2023,461908,400,390,97.5
West Jaintia Hills,Amlarem,Dawki,2022-2023,461909,134,130,97.01
West Jaintia Hills,Amlarem,Jongushen,2022-2023,461910,106,103,97.17
West Jaintia Hills,Amlarem,Kharkhana,2022-2023,461911,65,61,93.85
West Jaintia Hills,Amlarem,Khonglah,2022-2023,461912,332,317,95.48
West Jaintia Hills,Amlarem,Lumpyngngad,2022-2023,461913,112,104,92.86
West Jaintia Hills,Amlarem,Nongbareh Lyntiar,2022-2023,461914,130,119,91.54
West Jaintia Hills,Amlarem,Padu Mawsku,2022-2023,461915,117,110,94.02
West Jaintia Hills,Amlarem,Padu-bah,2022-2023,461916,295,285,96.61
West Jaintia Hills,Amlarem,Syndai Mission,2022-2023,461917,55,52,94.55
West Jaintia Hills,Laskein,Iawthymme,2022-2023,461918,69,65,94.2
West Jaintia Hills,Laskein,Iongkwang,2022-2023,461919,111,107,96.4
West Jaintia Hills,Laskein,Iongulang,2022-2023,461920,58,54,93.1
West Jaintia Hills,Laskein,Iooksi Kyanmynsar Thlongmoo,2022-2023,461921,202,198,98.02
West Jaintia Hills,Laskein,Khatkasla,2022-2023,461922,117,112,95.73
West Jaintia Hills,Laskein,Khliehrangnah,2022-2023,461923,462,459,99.35
West Jaintia Hills,Laskein,Khlookynrin,2022-2023,461924,209,204,97.61
West Jaintia Hills,Laskein,Lummuriap,2022-2023,461925,116,112,96.55
West Jaintia Hills,Laskein,Madanpohkseh,2022-2023,461926,88,82,93.18
West Jaintia Hills,Laskein,Mootyrshiah B,2022-2023,461927,367,360,98.09
West Jaintia Hills,Laskein,Mootyrshiah-a,2022-2023,461928,322,315,97.83
West Jaintia Hills,Laskein,Mowkaiaw,2022-2023,461929,602,596,99.0
West Jaintia Hills,Laskein,Mukhap,2022-2023,461930,550,542,98.55
West Jaintia Hills,Laskein,Mynska,2022-2023,461931,461,455,98.7
West Jaintia Hills,Laskein,Pammanik,2022-2023,461932,397,392,98.74
West Jaintia Hills,Laskein,Priang,2022-2023,461933,183,180,98.36
West Jaintia Hills,Laskein,Psiar,2022-2023,461934,182,175,96.15
West Jaintia Hills,Laskein,Samatan,2022-2023,461935,110,102,92.73
West Jaintia Hills,Laskein,Saphai,2022-2023,461936,506,490,96.84
West Jaintia Hills,Laskein,Sookhlieh,2022-2023,461937,66,60,90.91
West Jaintia Hills,Laskein,Tongkiad,2022-2023,461938,36,35,97.22
West Jaintia Hills,Laskein,Umdienglieng,2022-2023,461939,160,157,98.13
West Jaintia Hills,Thadlaskein,Chyrmang Wah,2022-2023,461940,111,106,95.5
West Jaintia Hills,Thadlaskein,Madur,2022-2023,461941,300,292,97.33
West Jaintia Hills,Thadlaskein,Madur Thymme,2022-2023,461942,40,36,90.0
West Jaintia Hills,Thadlaskein,Maskut,2022-2023,461943,135,128,94.81
West Jaintia Hills,Thadlaskein,Moobakhon,2022-2023,461944,239,236,98.74
West Jaintia Hills,Thadlaskein,Moorathud,2022-2023,461945,81,74,91.36
West Jaintia Hills,Thadlaskein,Mukhla Mission,2022-2023,461946,170,166,97.65
West Jaintia Hills,Thadlaskein,Mukhla Nongrim,2022-2023,461947,317,315,99.37
West Jaintia Hills,Thadlaskein,Mupliang,2022-2023,461948,335,334,99.7
West Jaintia Hills,Thadlaskein,Myrjai,2022-2023,461949,155,154,99.35
West Jaintia Hills,Thadlaskein,Nongdhar,2022-2023,461950,98,89,90.82
West Jaintia Hills,Thadlaskein,Nongmulieh,2022-2023,461951,38,37,97.37
West Jaintia Hills,Thadlaskein,Nongthymme,2022-2023,461952,82,80,97.56
West Jaintia Hills,Thadlaskein,Umlangshor Mukhla,2022-2023,461953,217,208,95.85
Eastern West Khasi Hills,Mairang,Laitarted,2022-2023,461954,156,145,92.95
Eastern West Khasi Hills,Mairang,Wahlakhaw,2022-2023,461955,166,150,90.36
West Khasi Hills,Mawshynrut,Chisimpara,2022-2023,461956,28,27,96.43
